"","committee_acronym","parliament_number","session_number","date_change","position","first_name","last_name","full_name"
"26.1","CC11","41","1","2012-02-29","Chair","Glenn","Thibeault","Glenn Thibeault"
"26.2","CC11","41","1","2012-02-29","Member","Scott","Armstrong","Scott Armstrong"
"26.3","CC11","41","1","2012-02-29","Member","Tyrone","Benskin","Tyrone Benskin"
"26.4","CC11","41","1","2012-02-29","Member","Peter","Braid","Peter Braid"
"26.5","CC11","41","1","2012-02-29","Member","Paul","Calandra","Paul Calandra"
"26.6","CC11","41","1","2012-02-29","Member","Andrew","Cash","Andrew Cash"
"26.7","CC11","41","1","2012-02-29","Member","Dean","Del Mastro","Dean Del Mastro"
"26.8","CC11","41","1","2012-02-29","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"26.9","CC11","41","1","2012-02-29","Member","Mike","Lake","Mike Lake"
"26.10","CC11","41","1","2012-02-29","Member","Phil","McColeman","Phil McColeman"
"26.11","CC11","41","1","2012-02-29","Member","Rob","Moore","Rob Moore"
"26.12","CC11","41","1","2012-02-29","Member","Pierre","Nantel","Pierre Nantel"
"26.13","CC11","41","1","2012-02-29","Member","Geoff","Regan","Geoff Regan"
"27.1","CC11","41","1","2012-03-01","Chair","Glenn","Thibeault","Glenn Thibeault"
"27.2","CC11","41","1","2012-03-01","Member","Charlie","Angus","Charlie Angus"
"27.3","CC11","41","1","2012-03-01","Member","Scott","Armstrong","Scott Armstrong"
"27.4","CC11","41","1","2012-03-01","Member","Tyrone","Benskin","Tyrone Benskin"
"27.5","CC11","41","1","2012-03-01","Member","Peter","Braid","Peter Braid"
"27.6","CC11","41","1","2012-03-01","Member","Paul","Calandra","Paul Calandra"
"27.7","CC11","41","1","2012-03-01","Member","Andrew","Cash","Andrew Cash"
"27.8","CC11","41","1","2012-03-01","Member","Dean","Del Mastro","Dean Del Mastro"
"27.9","CC11","41","1","2012-03-01","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"27.10","CC11","41","1","2012-03-01","Member","Mike","Lake","Mike Lake"
"27.11","CC11","41","1","2012-03-01","Member","Phil","McColeman","Phil McColeman"
"27.12","CC11","41","1","2012-03-01","Member","Rob","Moore","Rob Moore"
"27.13","CC11","41","1","2012-03-01","Member","Pierre","Nantel","Pierre Nantel"
"27.14","CC11","41","1","2012-03-01","Member","Geoff","Regan","Geoff Regan"
"28.1","CC11","41","1","2012-03-02","Chair","Glenn","Thibeault","Glenn Thibeault"
"28.2","CC11","41","1","2012-03-02","Member","Scott","Armstrong","Scott Armstrong"
"28.3","CC11","41","1","2012-03-02","Member","Tyrone","Benskin","Tyrone Benskin"
"28.4","CC11","41","1","2012-03-02","Member","Peter","Braid","Peter Braid"
"28.5","CC11","41","1","2012-03-02","Member","Paul","Calandra","Paul Calandra"
"28.6","CC11","41","1","2012-03-02","Member","Andrew","Cash","Andrew Cash"
"28.7","CC11","41","1","2012-03-02","Member","Dean","Del Mastro","Dean Del Mastro"
"28.8","CC11","41","1","2012-03-02","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"28.9","CC11","41","1","2012-03-02","Member","Mike","Lake","Mike Lake"
"28.10","CC11","41","1","2012-03-02","Member","Phil","McColeman","Phil McColeman"
"28.11","CC11","41","1","2012-03-02","Member","Rob","Moore","Rob Moore"
"28.12","CC11","41","1","2012-03-02","Member","Pierre","Nantel","Pierre Nantel"
"28.13","CC11","41","1","2012-03-02","Member","Geoff","Regan","Geoff Regan"
"29.1","CC11","41","1","2012-03-05","Chair","Glenn","Thibeault","Glenn Thibeault"
"29.2","CC11","41","1","2012-03-05","Member","Charlie","Angus","Charlie Angus"
"29.3","CC11","41","1","2012-03-05","Member","Scott","Armstrong","Scott Armstrong"
"29.4","CC11","41","1","2012-03-05","Member","Tyrone","Benskin","Tyrone Benskin"
"29.5","CC11","41","1","2012-03-05","Member","Peter","Braid","Peter Braid"
"29.6","CC11","41","1","2012-03-05","Member","Paul","Calandra","Paul Calandra"
"29.7","CC11","41","1","2012-03-05","Member","Andrew","Cash","Andrew Cash"
"29.8","CC11","41","1","2012-03-05","Member","Dean","Del Mastro","Dean Del Mastro"
"29.9","CC11","41","1","2012-03-05","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"29.10","CC11","41","1","2012-03-05","Member","Mike","Lake","Mike Lake"
"29.11","CC11","41","1","2012-03-05","Member","Phil","McColeman","Phil McColeman"
"29.12","CC11","41","1","2012-03-05","Member","Rob","Moore","Rob Moore"
"29.13","CC11","41","1","2012-03-05","Member","Pierre","Nantel","Pierre Nantel"
"29.14","CC11","41","1","2012-03-05","Member","Geoff","Regan","Geoff Regan"
"30.1","CC11","41","1","2012-03-06","Chair","Glenn","Thibeault","Glenn Thibeault"
"30.2","CC11","41","1","2012-03-06","Member","Charlie","Angus","Charlie Angus"
"30.3","CC11","41","1","2012-03-06","Member","Scott","Armstrong","Scott Armstrong"
"30.4","CC11","41","1","2012-03-06","Member","Tyrone","Benskin","Tyrone Benskin"
"30.5","CC11","41","1","2012-03-06","Member","Peter","Braid","Peter Braid"
"30.6","CC11","41","1","2012-03-06","Member","Paul","Calandra","Paul Calandra"
"30.7","CC11","41","1","2012-03-06","Member","Andrew","Cash","Andrew Cash"
"30.8","CC11","41","1","2012-03-06","Member","Dean","Del Mastro","Dean Del Mastro"
"30.9","CC11","41","1","2012-03-06","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"30.10","CC11","41","1","2012-03-06","Member","Mike","Lake","Mike Lake"
"30.11","CC11","41","1","2012-03-06","Member","Phil","McColeman","Phil McColeman"
"30.12","CC11","41","1","2012-03-06","Member","Rob","Moore","Rob Moore"
"30.13","CC11","41","1","2012-03-06","Member","Pierre","Nantel","Pierre Nantel"
"30.14","CC11","41","1","2012-03-06","Member","Geoff","Regan","Geoff Regan"
"31.1","CC11","41","1","2012-03-07","Chair","Glenn","Thibeault","Glenn Thibeault"
"31.2","CC11","41","1","2012-03-07","Member","Charlie","Angus","Charlie Angus"
"31.3","CC11","41","1","2012-03-07","Member","Scott","Armstrong","Scott Armstrong"
"31.4","CC11","41","1","2012-03-07","Member","Tyrone","Benskin","Tyrone Benskin"
"31.5","CC11","41","1","2012-03-07","Member","Peter","Braid","Peter Braid"
"31.6","CC11","41","1","2012-03-07","Member","Paul","Calandra","Paul Calandra"
"31.7","CC11","41","1","2012-03-07","Member","Dean","Del Mastro","Dean Del Mastro"
"31.8","CC11","41","1","2012-03-07","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"31.9","CC11","41","1","2012-03-07","Member","Chungsen","Leung","Chungsen Leung"
"31.10","CC11","41","1","2012-03-07","Member","Phil","McColeman","Phil McColeman"
"31.11","CC11","41","1","2012-03-07","Member","Rob","Moore","Rob Moore"
"31.12","CC11","41","1","2012-03-07","Member","Pierre","Nantel","Pierre Nantel"
"31.13","CC11","41","1","2012-03-07","Member","Geoff","Regan","Geoff Regan"
"32.1","CC11","41","1","2012-03-12","Chair","Glenn","Thibeault","Glenn Thibeault"
"32.2","CC11","41","1","2012-03-12","Member","Charlie","Angus","Charlie Angus"
"32.3","CC11","41","1","2012-03-12","Member","Scott","Armstrong","Scott Armstrong"
"32.4","CC11","41","1","2012-03-12","Member","Tyrone","Benskin","Tyrone Benskin"
"32.5","CC11","41","1","2012-03-12","Member","Peter","Braid","Peter Braid"
"32.6","CC11","41","1","2012-03-12","Member","Paul","Calandra","Paul Calandra"
"32.7","CC11","41","1","2012-03-12","Member","Dean","Del Mastro","Dean Del Mastro"
"32.8","CC11","41","1","2012-03-12","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"32.9","CC11","41","1","2012-03-12","Member","Mike","Lake","Mike Lake"
"32.10","CC11","41","1","2012-03-12","Member","Chungsen","Leung","Chungsen Leung"
"32.11","CC11","41","1","2012-03-12","Member","Phil","McColeman","Phil McColeman"
"32.12","CC11","41","1","2012-03-12","Member","Rob","Moore","Rob Moore"
"32.13","CC11","41","1","2012-03-12","Member","Pierre","Nantel","Pierre Nantel"
"32.14","CC11","41","1","2012-03-12","Member","Geoff","Regan","Geoff Regan"
"32.15","CC11","41","1","2012-03-12","Member","Stephen","Woodworth","Stephen Woodworth"
"33.1","CC11","41","1","2012-03-13","Chair","Glenn","Thibeault","Glenn Thibeault"
"33.2","CC11","41","1","2012-03-13","Member","Dan","Albas","Dan Albas"
"33.3","CC11","41","1","2012-03-13","Member","Charlie","Angus","Charlie Angus"
"33.4","CC11","41","1","2012-03-13","Member","Scott","Armstrong","Scott Armstrong"
"33.5","CC11","41","1","2012-03-13","Member","Tyrone","Benskin","Tyrone Benskin"
"33.6","CC11","41","1","2012-03-13","Member","Peter","Braid","Peter Braid"
"33.7","CC11","41","1","2012-03-13","Member","Paul","Calandra","Paul Calandra"
"33.8","CC11","41","1","2012-03-13","Member","Dean","Del Mastro","Dean Del Mastro"
"33.9","CC11","41","1","2012-03-13","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"33.10","CC11","41","1","2012-03-13","Member","Mike","Lake","Mike Lake"
"33.11","CC11","41","1","2012-03-13","Member","Chungsen","Leung","Chungsen Leung"
"33.12","CC11","41","1","2012-03-13","Member","Phil","McColeman","Phil McColeman"
"33.13","CC11","41","1","2012-03-13","Member","Rob","Moore","Rob Moore"
"33.14","CC11","41","1","2012-03-13","Member","Pierre","Nantel","Pierre Nantel"
"33.15","CC11","41","1","2012-03-13","Member","Geoff","Regan","Geoff Regan"
"33.16","CC11","41","1","2012-03-13","Member","Stephen","Woodworth","Stephen Woodworth"
"34.1","CC11","41","1","2012-03-14","Chair","Glenn","Thibeault","Glenn Thibeault"
"34.2","CC11","41","1","2012-03-14","Member","Dan","Albas","Dan Albas"
"34.3","CC11","41","1","2012-03-14","Member","Charlie","Angus","Charlie Angus"
"34.4","CC11","41","1","2012-03-14","Member","Scott","Armstrong","Scott Armstrong"
"34.5","CC11","41","1","2012-03-14","Member","Tyrone","Benskin","Tyrone Benskin"
"34.6","CC11","41","1","2012-03-14","Member","Peter","Braid","Peter Braid"
"34.7","CC11","41","1","2012-03-14","Member","Paul","Calandra","Paul Calandra"
"34.8","CC11","41","1","2012-03-14","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"34.9","CC11","41","1","2012-03-14","Member","Mike","Lake","Mike Lake"
"34.10","CC11","41","1","2012-03-14","Member","Chungsen","Leung","Chungsen Leung"
"34.11","CC11","41","1","2012-03-14","Member","Phil","McColeman","Phil McColeman"
"34.12","CC11","41","1","2012-03-14","Member","Rob","Moore","Rob Moore"
"34.13","CC11","41","1","2012-03-14","Member","Pierre","Nantel","Pierre Nantel"
"34.14","CC11","41","1","2012-03-14","Member","Geoff","Regan","Geoff Regan"
"34.15","CC11","41","1","2012-03-14","Member","Stephen","Woodworth","Stephen Woodworth"
"35.1","CC11","41","1","2012-03-15","Chair","Glenn","Thibeault","Glenn Thibeault"
"35.2","CC11","41","1","2012-03-15","Member","Dan","Albas","Dan Albas"
"35.3","CC11","41","1","2012-03-15","Member","Charlie","Angus","Charlie Angus"
"35.4","CC11","41","1","2012-03-15","Member","Scott","Armstrong","Scott Armstrong"
"35.5","CC11","41","1","2012-03-15","Member","Tyrone","Benskin","Tyrone Benskin"
"35.6","CC11","41","1","2012-03-15","Member","Peter","Braid","Peter Braid"
"35.7","CC11","41","1","2012-03-15","Member","Paul","Calandra","Paul Calandra"
"35.8","CC11","41","1","2012-03-15","Member","Pierre","Dionne Labelle","Pierre Dionne Labelle"
"35.9","CC11","41","1","2012-03-15","Member","Mike","Lake","Mike Lake"
"35.10","CC11","41","1","2012-03-15","Member","Chungsen","Leung","Chungsen Leung"
"35.11","CC11","41","1","2012-03-15","Member","Phil","McColeman","Phil McColeman"
"35.12","CC11","41","1","2012-03-15","Member","Rob","Moore","Rob Moore"
"35.13","CC11","41","1","2012-03-15","Member","Pierre","Nantel","Pierre Nantel"
"35.14","CC11","41","1","2012-03-15","Member","Geoff","Regan","Geoff Regan"
"35.15","CC11","41","1","2012-03-15","Member","Stephen","Woodworth","Stephen Woodworth"
"36.1","CC18","41","1","2011-10-26","Member","Malcolm","Allen","Malcolm Allen"
"36.2","CC18","41","1","2011-10-26","Member","David","Anderson","David Anderson"
"36.3","CC18","41","1","2011-10-26","Member","Niki","Ashton","Niki Ashton"
"36.4","CC18","41","1","2011-10-26","Member","Earl","Dreeshen","Earl Dreeshen"
"36.5","CC18","41","1","2011-10-26","Member","Randy","Hoback","Randy Hoback"
"36.6","CC18","41","1","2011-10-26","Member","Candice","Hoeppner","Candice Hoeppner"
"36.7","CC18","41","1","2011-10-26","Member","Pat","Martin","Pat Martin"
"36.8","CC18","41","1","2011-10-26","Member","Rob","Merrifield","Rob Merrifield"
"36.9","CC18","41","1","2011-10-26","Member","Jean","Rousseau","Jean Rousseau"
"36.10","CC18","41","1","2011-10-26","Member","Brian","Storseth","Brian Storseth"
"36.11","CC18","41","1","2011-10-26","Member","Frank","Valeriote","Frank Valeriote"
"36.12","CC18","41","1","2011-10-26","Member","Bob","Zimmer","Bob Zimmer"
"37.1","CC18","41","1","2011-10-27","Chair","Blaine","Calkins","Blaine Calkins"
"37.2","CC18","41","1","2011-10-27","Member","Malcolm","Allen","Malcolm Allen"
"37.3","CC18","41","1","2011-10-27","Member","David","Anderson","David Anderson"
"37.4","CC18","41","1","2011-10-27","Member","Niki","Ashton","Niki Ashton"
"37.5","CC18","41","1","2011-10-27","Member","Earl","Dreeshen","Earl Dreeshen"
"37.6","CC18","41","1","2011-10-27","Member","Randy","Hoback","Randy Hoback"
"37.7","CC18","41","1","2011-10-27","Member","Candice","Hoeppner","Candice Hoeppner"
"37.8","CC18","41","1","2011-10-27","Member","Pat","Martin","Pat Martin"
"37.9","CC18","41","1","2011-10-27","Member","Rob","Merrifield","Rob Merrifield"
"37.10","CC18","41","1","2011-10-27","Member","Jean","Rousseau","Jean Rousseau"
"37.11","CC18","41","1","2011-10-27","Member","Brian","Storseth","Brian Storseth"
"37.12","CC18","41","1","2011-10-27","Member","Frank","Valeriote","Frank Valeriote"
"37.13","CC18","41","1","2011-10-27","Member","Bob","Zimmer","Bob Zimmer"
"38.1","CC18","41","1","2011-11-01","Chair","Blaine","Calkins","Blaine Calkins"
"38.2","CC18","41","1","2011-11-01","Member","Malcolm","Allen","Malcolm Allen"
"38.3","CC18","41","1","2011-11-01","Member","David","Anderson","David Anderson"
"38.4","CC18","41","1","2011-11-01","Member","Niki","Ashton","Niki Ashton"
"38.5","CC18","41","1","2011-11-01","Member","Pat","Martin","Pat Martin"
"38.6","CC18","41","1","2011-11-01","Member","Rob","Merrifield","Rob Merrifield"
"38.7","CC18","41","1","2011-11-01","Member","Jean","Rousseau","Jean Rousseau"
"38.8","CC18","41","1","2011-11-01","Member","Brian","Storseth","Brian Storseth"
"38.9","CC18","41","1","2011-11-01","Member","Frank","Valeriote","Frank Valeriote"
"38.10","CC18","41","1","2011-11-01","Member","Bob","Zimmer","Bob Zimmer"
"39.1","CC18","41","1","2011-11-02","Chair","Blaine","Calkins","Blaine Calkins"
"39.2","CC18","41","1","2011-11-02","Member","Diane","Ablonczy","Diane Ablonczy"
"39.3","CC18","41","1","2011-11-02","Member","Malcolm","Allen","Malcolm Allen"
"39.4","CC18","41","1","2011-11-02","Member","David","Anderson","David Anderson"
"39.5","CC18","41","1","2011-11-02","Member","Niki","Ashton","Niki Ashton"
"39.6","CC18","41","1","2011-11-02","Member","Earl","Dreeshen","Earl Dreeshen"
"39.7","CC18","41","1","2011-11-02","Member","Randy","Hoback","Randy Hoback"
"39.8","CC18","41","1","2011-11-02","Member","Candice","Hoeppner","Candice Hoeppner"
"39.9","CC18","41","1","2011-11-02","Member","Pat","Martin","Pat Martin"
"39.10","CC18","41","1","2011-11-02","Member","Jean","Rousseau","Jean Rousseau"
"39.11","CC18","41","1","2011-11-02","Member","Brian","Storseth","Brian Storseth"
"39.12","CC18","41","1","2011-11-02","Member","Frank","Valeriote","Frank Valeriote"
"39.13","CC18","41","1","2011-11-02","Member","Bob","Zimmer","Bob Zimmer"
"40.1","CC18","41","1","2011-11-03","Chair","Blaine","Calkins","Blaine Calkins"
"40.2","CC18","41","1","2011-11-03","Member","Diane","Ablonczy","Diane Ablonczy"
"40.3","CC18","41","1","2011-11-03","Member","Malcolm","Allen","Malcolm Allen"
"40.4","CC18","41","1","2011-11-03","Member","David","Anderson","David Anderson"
"40.5","CC18","41","1","2011-11-03","Member","Alex","Atamanenko","Alex Atamanenko"
"40.6","CC18","41","1","2011-11-03","Member","Earl","Dreeshen","Earl Dreeshen"
"40.7","CC18","41","1","2011-11-03","Member","Randy","Hoback","Randy Hoback"
"40.8","CC18","41","1","2011-11-03","Member","Pat","Martin","Pat Martin"
"40.9","CC18","41","1","2011-11-03","Member","Rob","Merrifield","Rob Merrifield"
"40.10","CC18","41","1","2011-11-03","Member","Jean","Rousseau","Jean Rousseau"
"40.11","CC18","41","1","2011-11-03","Member","Merv","Tweed","Merv Tweed"
"40.12","CC18","41","1","2011-11-03","Member","Frank","Valeriote","Frank Valeriote"
"40.13","CC18","41","1","2011-11-03","Member","Chris","Warkentin","Chris Warkentin"
"40.14","CC18","41","1","2011-11-03","Member","Bob","Zimmer","Bob Zimmer"
"41.1","CC18","41","1","2011-11-04","Chair","Blaine","Calkins","Blaine Calkins"
"41.2","CC18","41","1","2011-11-04","Member","Diane","Ablonczy","Diane Ablonczy"
"41.3","CC18","41","1","2011-11-04","Member","Malcolm","Allen","Malcolm Allen"
"41.4","CC18","41","1","2011-11-04","Member","David","Anderson","David Anderson"
"41.5","CC18","41","1","2011-11-04","Member","Alex","Atamanenko","Alex Atamanenko"
"41.6","CC18","41","1","2011-11-04","Member","Earl","Dreeshen","Earl Dreeshen"
"41.7","CC18","41","1","2011-11-04","Member","Randy","Hoback","Randy Hoback"
"41.8","CC18","41","1","2011-11-04","Member","Pat","Martin","Pat Martin"
"41.9","CC18","41","1","2011-11-04","Member","Rob","Merrifield","Rob Merrifield"
"41.10","CC18","41","1","2011-11-04","Member","Jean","Rousseau","Jean Rousseau"
"41.11","CC18","41","1","2011-11-04","Member","Merv","Tweed","Merv Tweed"
"41.12","CC18","41","1","2011-11-04","Member","Frank","Valeriote","Frank Valeriote"
"41.13","CC18","41","1","2011-11-04","Member","Chris","Warkentin","Chris Warkentin"
"41.14","CC18","41","1","2011-11-04","Member","Bob","Zimmer","Bob Zimmer"
"42.1","CC2","39","1","2006-04-28","Member","Monique","Guay","Monique Guay"
"42.2","CC2","39","1","2006-04-28","Member","Marlene","Jennings","Marlene Jennings"
"42.3","CC2","39","1","2006-04-28","Member","Tom","Lukiwski","Tom Lukiwski"
"42.4","CC2","39","1","2006-04-28","Member","Pat","Martin","Pat Martin"
"42.5","CC2","39","1","2006-04-28","Member","James","Moore","James Moore"
"42.6","CC2","39","1","2006-04-28","Member","Rob","Moore","Rob Moore"
"42.7","CC2","39","1","2006-04-28","Member","Brian","Murphy","Brian Murphy"
"42.8","CC2","39","1","2006-04-28","Member","Stephen","Owen","Stephen Owen"
"42.9","CC2","39","1","2006-04-28","Member","Daniel","Petit","Daniel Petit"
"42.10","CC2","39","1","2006-04-28","Member","Pierre","Poilievre","Pierre Poilievre"
"42.11","CC2","39","1","2006-04-28","Member","Benoît","Sauvageau","Benoît Sauvageau"
"42.12","CC2","39","1","2006-04-28","Member","Alan","Tonks","Alan Tonks"
"43.1","CC2","39","1","2006-05-01","Chair","David","Tilson","David Tilson"
"43.2","CC2","39","1","2006-05-01","Member","Monique","Guay","Monique Guay"
"43.3","CC2","39","1","2006-05-01","Member","Marlene","Jennings","Marlene Jennings"
"43.4","CC2","39","1","2006-05-01","Member","Tom","Lukiwski","Tom Lukiwski"
"43.5","CC2","39","1","2006-05-01","Member","Pat","Martin","Pat Martin"
"43.6","CC2","39","1","2006-05-01","Member","James","Moore","James Moore"
"43.7","CC2","39","1","2006-05-01","Member","Rob","Moore","Rob Moore"
"43.8","CC2","39","1","2006-05-01","Member","Brian","Murphy","Brian Murphy"
"43.9","CC2","39","1","2006-05-01","Member","Stephen","Owen","Stephen Owen"
"43.10","CC2","39","1","2006-05-01","Member","Daniel","Petit","Daniel Petit"
"43.11","CC2","39","1","2006-05-01","Member","Pierre","Poilievre","Pierre Poilievre"
"43.12","CC2","39","1","2006-05-01","Member","Benoît","Sauvageau","Benoît Sauvageau"
"43.13","CC2","39","1","2006-05-01","Member","Alan","Tonks","Alan Tonks"
"44.1","CC2","39","1","2006-05-04","Chair","David","Tilson","David Tilson"
"44.2","CC2","39","1","2006-05-04","Member","Monique","Guay","Monique Guay"
"44.3","CC2","39","1","2006-05-04","Member","Marlene","Jennings","Marlene Jennings"
"44.4","CC2","39","1","2006-05-04","Member","Tom","Lukiwski","Tom Lukiwski"
"44.5","CC2","39","1","2006-05-04","Member","Pat","Martin","Pat Martin"
"44.6","CC2","39","1","2006-05-04","Member","James","Moore","James Moore"
"44.7","CC2","39","1","2006-05-04","Member","Rob","Moore","Rob Moore"
"44.8","CC2","39","1","2006-05-04","Member","Brian","Murphy","Brian Murphy"
"44.9","CC2","39","1","2006-05-04","Member","Stephen","Owen","Stephen Owen"
